,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
1507,40,management,married,tertiary,no,-7,no,yes,telephone,25,jul,697,1,-1,0,unknown
1713,56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure
1255,33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163,2,-1,0,unknown
777,30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,unknown
1735,35,blue-collar,married,secondary,no,407,yes,no,cellular,20,apr,12,6,-1,0,unknown
1184,37,technician,married,secondary,no,430,no,no,cellular,27,aug,154,4,-1,0,unknown
2977,38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,21,nov,160,3,120,3,failure
3382,37,blue-collar,married,unknown,no,897,yes,no,cellular,13,apr,119,2,280,2,failure
3388,49,services,married,secondary,no,66,yes,yes,cellular,21,nov,59,4,-1,0,unknown
2488,35,technician,married,secondary,no,700,yes,no,unknown,23,may,240,2,-1,0,unknown
1426,38,entrepreneur,married,secondary,no,157,no,yes,cellular,15,may,57,11,366,1,other
162,41,admin.,single,secondary,no,-256,no,yes,unknown,9,may,35,3,-1,0,unknown
972,25,services,single,secondary,no,3217,yes,no,unknown,28,may,24,1,-1,0,unknown
170,42,technician,married,secondary,no,2980,no,no,unknown,20,jun,101,3,-1,0,unknown
3810,40,blue-collar,married,primary,no,3658,yes,no,unknown,14,may,977,1,-1,0,unknown
179,37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure
4440,45,blue-collar,married,primary,no,13117,no,no,unknown,11,jun,42,2,-1,0,unknown
1497,55,retired,married,tertiary,no,197,no,yes,cellular,8,jul,256,1,-1,0,unknown
2894,49,management,married,tertiary,no,7007,no,no,cellular,17,nov,325,2,-1,0,unknown
3760,46,management,married,tertiary,no,0,no,no,unknown,7,may,70,2,-1,0,unknown
1099,58,housemaid,married,primary,no,5278,yes,no,unknown,4,jun,763,4,-1,0,unknown
1452,55,technician,married,secondary,no,955,yes,no,cellular,29,jan,104,1,-1,0,unknown
4262,59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other
3532,42,services,married,secondary,no,3620,yes,no,unknown,27,may,22,16,-1,0,unknown
1702,51,retired,divorced,secondary,no,343,yes,no,unknown,30,may,78,2,-1,0,unknown
289,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success
3795,39,services,married,secondary,no,5731,yes,no,unknown,20,may,175,2,-1,0,unknown
4486,37,blue-collar,married,primary,no,378,yes,no,unknown,9,may,514,1,-1,0,unknown
4031,36,services,single,secondary,no,174,yes,no,unknown,7,may,223,2,-1,0,unknown
487,52,blue-collar,married,primary,no,779,yes,no,unknown,16,may,30,3,-1,0,unknown
535,52,blue-collar,married,primary,no,1054,no,no,cellular,4,aug,273,1,-1,0,unknown
2169,29,entrepreneur,single,secondary,no,404,no,no,cellular,30,jan,413,3,-1,0,unknown
3298,27,technician,single,tertiary,no,808,yes,no,cellular,15,may,578,1,364,1,other
3276,35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,8,aug,275,4,-1,0,unknown
2099,52,management,married,tertiary,no,6922,no,no,cellular,20,nov,371,1,-1,0,unknown
3821,31,blue-collar,married,secondary,no,191,yes,no,unknown,2,jun,40,1,-1,0,unknown
1053,47,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,30,jul,71,2,-1,0,unknown
3012,36,services,married,secondary,no,-11,yes,no,cellular,30,jul,172,28,-1,0,unknown
106,37,blue-collar,married,secondary,no,427,yes,yes,unknown,9,jun,371,3,-1,0,unknown
3898,59,blue-collar,married,primary,no,748,no,no,unknown,29,may,184,1,-1,0,unknown
1934,27,technician,single,secondary,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown
1855,41,technician,single,secondary,no,618,no,no,cellular,5,feb,1056,1,-1,0,unknown
3176,28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success
1887,33,management,married,unknown,no,18347,yes,no,unknown,23,may,415,1,-1,0,unknown
3297,28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other
2610,31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,-1,0,unknown
2199,35,admin.,divorced,secondary,no,148,no,yes,cellular,8,jul,199,1,-1,0,unknown
89,34,blue-collar,married,secondary,no,1831,yes,no,unknown,20,may,203,2,-1,0,unknown
3584,46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure
1287,31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown
4048,33,admin.,divorced,secondary,no,818,yes,yes,cellular,16,apr,301,3,-1,0,unknown
3943,45,services,single,secondary,no,1757,yes,no,cellular,20,apr,1010,3,326,1,other
1706,32,blue-collar,single,secondary,no,118,yes,no,cellular,17,jul,1275,1,-1,0,unknown
2781,59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,may,200,3,-1,0,unknown
3300,53,technician,married,tertiary,no,431,yes,no,unknown,11,jun,74,1,-1,0,unknown
4424,34,management,married,tertiary,no,1557,yes,yes,unknown,13,may,213,1,-1,0,unknown
2283,45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,jul,100,3,-1,0,unknown
33,32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,-1,0,unknown
1642,33,admin.,married,secondary,no,353,yes,no,cellular,19,nov,107,2,-1,0,unknown
3408,38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure
3650,30,self-employed,single,secondary,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown
3107,37,services,married,secondary,no,658,yes,no,telephone,23,jul,175,1,-1,0,unknown
380,39,blue-collar,married,secondary,no,0,yes,no,cellular,30,apr,53,1,325,1,failure
23,44,entrepreneur,married,secondary,no,93,no,no,cellular,7,jul,125,2,-1,0,unknown
3203,32,blue-collar,married,secondary,no,3514,yes,no,unknown,20,may,226,2,-1,0,unknown
815,32,blue-collar,married,secondary,no,456,no,no,cellular,12,may,121,1,-1,0,unknown
3793,49,housemaid,married,primary,no,249,yes,no,cellular,21,nov,450,1,-1,0,unknown
3712,49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown
695,51,retired,married,secondary,no,35,no,yes,cellular,8,jul,123,4,-1,0,unknown
840,28,technician,single,secondary,yes,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown
1336,26,blue-collar,single,secondary,no,856,yes,yes,cellular,30,jul,95,5,-1,0,unknown
1732,48,management,married,primary,no,1910,yes,no,unknown,29,may,413,2,-1,0,unknown
1319,49,management,married,secondary,no,1623,yes,no,cellular,19,nov,1081,2,-1,0,unknown
997,34,management,single,tertiary,no,673,yes,yes,cellular,20,nov,271,1,184,1,failure
2661,57,retired,married,primary,no,1238,yes,no,cellular,15,jul,274,1,-1,0,unknown
2570,57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown
438,36,management,married,secondary,no,644,yes,no,cellular,18,nov,54,2,-1,0,unknown
2361,37,services,divorced,secondary,no,532,yes,no,unknown,11,jun,199,1,-1,0,unknown
1518,32,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure
3526,45,technician,married,secondary,no,-149,yes,no,cellular,14,jul,287,2,-1,0,unknown
3509,34,technician,divorced,secondary,no,0,yes,yes,cellular,18,aug,374,16,-1,0,unknown
387,48,technician,married,secondary,no,302,yes,no,unknown,26,may,208,3,-1,0,unknown
1177,28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,409,2,-1,0,unknown
3866,28,blue-collar,single,secondary,no,0,yes,no,unknown,28,may,386,1,-1,0,unknown
922,67,blue-collar,married,secondary,no,16353,no,no,cellular,27,oct,223,2,-1,0,unknown
2850,43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,19,nov,167,3,-1,0,unknown
2834,59,housemaid,married,primary,no,235,no,no,cellular,13,aug,119,2,-1,0,unknown
1649,37,services,single,secondary,no,608,no,no,cellular,14,may,380,3,-1,0,unknown
2274,35,admin.,single,secondary,no,0,yes,no,cellular,13,may,1073,1,-1,0,unknown
3744,26,admin.,single,secondary,no,321,yes,no,cellular,22,jul,242,7,-1,0,unknown
2206,32,management,married,tertiary,no,138,no,no,cellular,20,aug,94,4,-1,0,unknown
1469,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success
3102,61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,unknown
3687,29,blue-collar,single,secondary,no,770,yes,no,cellular,17,apr,341,1,-1,0,unknown
4236,31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown
264,58,technician,married,tertiary,no,883,no,no,cellular,18,aug,543,1,78,2,failure
3453,30,technician,single,secondary,no,3107,yes,no,unknown,3,jun,1516,2,-1,0,unknown
1995,38,admin.,single,secondary,no,-23,no,no,cellular,20,nov,48,2,-1,0,unknown
2074,53,technician,married,secondary,no,230,no,yes,cellular,13,aug,112,2,-1,0,unknown
1994,44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,-1,0,unknown
2701,45,technician,divorced,secondary,no,809,yes,no,cellular,13,may,155,2,363,4,failure
3906,51,blue-collar,married,primary,no,844,yes,no,unknown,29,may,184,3,-1,0,unknown
943,40,technician,married,secondary,no,109,no,no,unknown,20,jun,402,22,-1,0,unknown
688,80,management,married,primary,no,6483,no,no,telephone,19,oct,123,1,-1,0,unknown
2294,48,technician,married,secondary,no,197,no,yes,cellular,3,feb,47,2,222,3,other
4153,42,technician,married,secondary,no,440,yes,no,cellular,3,feb,13,5,-1,0,unknown
1808,57,admin.,married,secondary,no,808,no,no,cellular,14,jul,417,3,-1,0,unknown
2541,47,self-employed,married,unknown,no,14,yes,no,cellular,15,may,142,1,-1,0,unknown
1516,29,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73,4,-1,0,unknown
1831,32,admin.,single,tertiary,no,-59,no,yes,unknown,4,jul,192,1,-1,0,unknown
3168,59,admin.,married,secondary,no,2381,no,no,cellular,30,apr,173,2,-1,0,unknown
3719,49,management,single,tertiary,no,588,no,no,cellular,28,aug,70,9,-1,0,unknown
2943,36,blue-collar,married,secondary,no,688,yes,no,unknown,6,may,174,2,-1,0,unknown
937,33,blue-collar,married,secondary,no,86,yes,no,unknown,19,may,364,1,-1,0,unknown
2957,50,housemaid,married,primary,no,0,no,no,unknown,20,jun,179,2,-1,0,unknown
3755,33,blue-collar,single,secondary,no,3975,yes,yes,cellular,17,apr,515,1,150,1,other
4225,65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,256,1,-1,0,unknown
2691,57,blue-collar,married,secondary,no,1521,yes,yes,cellular,18,may,102,2,178,5,failure
2812,41,admin.,single,secondary,no,748,no,no,telephone,21,nov,94,7,130,3,other
3497,42,admin.,married,secondary,no,4209,yes,no,unknown,5,jun,57,6,-1,0,unknown
1820,46,admin.,married,secondary,no,4958,yes,no,cellular,17,nov,64,3,150,5,other
3542,36,services,married,secondary,no,1746,yes,no,unknown,26,may,99,1,-1,0,unknown
3508,52,housemaid,married,secondary,no,14363,no,no,unknown,5,jun,132,1,-1,0,unknown
4516,33,services,married,secondary,no,-333,yes,no,cellular,30,jul,329,5,-1,0,unknown
2855,36,management,single,tertiary,no,0,no,no,cellular,11,aug,108,2,-1,0,unknown
1796,34,management,married,secondary,no,15,no,no,cellular,25,aug,184,7,-1,0,unknown
1156,38,blue-collar,married,secondary,no,284,yes,yes,unknown,3,jun,1030,6,-1,0,unknown
911,59,retired,married,primary,no,1427,no,no,unknown,18,jun,140,2,-1,0,unknown
3785,49,blue-collar,single,primary,no,3018,yes,no,unknown,15,may,93,1,-1,0,unknown
1135,57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown
52,38,technician,single,secondary,no,50,no,no,cellular,29,aug,98,2,-1,0,unknown
3192,37,technician,married,tertiary,no,6968,no,no,cellular,1,jun,175,1,-1,0,unknown
4103,46,management,divorced,tertiary,no,25,no,no,unknown,26,may,103,2,-1,0,unknown
2225,31,self-employed,single,tertiary,no,96,no,no,cellular,5,feb,577,1,-1,0,unknown
1662,50,blue-collar,married,primary,no,1164,yes,no,unknown,8,may,166,2,-1,0,unknown
4077,31,blue-collar,divorced,secondary,no,6,yes,no,cellular,29,jan,821,1,-1,0,unknown
1197,64,management,married,tertiary,no,679,no,no,telephone,22,apr,135,3,-1,0,unknown
4455,50,blue-collar,married,secondary,no,181,yes,no,cellular,17,apr,599,2,-1,0,unknown
3311,87,retired,married,primary,no,230,no,no,cellular,30,oct,144,1,-1,0,unknown
3957,50,entrepreneur,married,tertiary,no,52,no,no,cellular,31,jul,22,8,-1,0,unknown
2422,42,blue-collar,married,primary,no,7041,yes,no,cellular,28,jul,386,4,-1,0,unknown
2128,38,blue-collar,married,primary,no,1327,yes,no,cellular,20,nov,277,1,-1,0,unknown
1034,36,admin.,married,unknown,no,2323,no,no,cellular,19,nov,111,1,-1,0,unknown
1468,38,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,failure
385,45,blue-collar,married,primary,no,61,no,no,cellular,17,apr,108,1,-1,0,unknown
2819,26,admin.,single,secondary,no,96,yes,no,cellular,13,may,612,2,348,3,other
4423,45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure
2980,55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,-1,0,unknown
2193,39,admin.,single,unknown,no,0,yes,no,cellular,11,may,62,1,-1,0,unknown
622,32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,0,unknown
3931,47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,success
1857,38,services,married,secondary,no,434,yes,no,unknown,20,may,411,1,-1,0,unknown
4160,57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success
846,38,technician,single,secondary,no,4366,yes,no,cellular,29,jul,188,2,-1,0,unknown
3676,47,services,married,secondary,no,2322,no,no,cellular,22,aug,618,1,-1,0,unknown
2289,21,student,single,secondary,no,681,no,no,unknown,20,aug,6,1,-1,0,unknown
3825,32,technician,married,secondary,yes,4,yes,yes,cellular,25,aug,132,8,-1,0,unknown
774,24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,42,4,-1,0,unknown
3699,50,blue-collar,married,secondary,no,253,yes,yes,cellular,5,may,475,2,-1,0,unknown
3696,31,services,single,secondary,no,31,yes,yes,unknown,26,may,501,2,-1,0,unknown
2372,43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success
2718,48,services,married,secondary,yes,-20,no,no,cellular,20,aug,142,2,-1,0,unknown
110,21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success
1703,40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,failure
1777,43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown
4009,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success
3722,29,self-employed,married,secondary,no,-76,yes,no,unknown,27,may,305,2,-1,0,unknown
2359,36,services,single,secondary,no,417,yes,no,cellular,6,feb,15,10,207,3,failure
4097,46,technician,married,secondary,no,410,no,yes,cellular,21,nov,162,5,-1,0,unknown
2454,36,technician,married,tertiary,no,1327,no,no,cellular,29,oct,174,2,-1,0,unknown
3946,28,admin.,married,secondary,no,934,yes,no,unknown,4,jul,53,2,-1,0,unknown
3229,41,management,married,primary,no,5310,yes,no,cellular,17,nov,984,1,-1,0,unknown
1125,38,blue-collar,divorced,secondary,no,2998,yes,no,unknown,11,jun,91,1,-1,0,unknown
716,45,blue-collar,married,secondary,no,115,no,no,cellular,11,aug,209,4,-1,0,unknown
1744,27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,unknown
804,40,management,married,tertiary,no,-1212,yes,no,cellular,15,may,1259,2,333,18,failure
193,36,services,married,secondary,no,1981,no,no,unknown,17,jun,48,2,-1,0,unknown
2582,32,blue-collar,married,secondary,no,9,yes,no,cellular,17,apr,334,2,-1,0,unknown
4234,58,blue-collar,divorced,primary,no,8218,yes,no,cellular,31,jul,124,10,-1,0,unknown
906,31,blue-collar,married,primary,no,99,yes,no,cellular,17,apr,193,2,322,1,other
2024,42,self-employed,divorced,tertiary,no,216,yes,no,cellular,8,may,144,3,-1,0,unknown
3595,30,blue-collar,single,secondary,yes,447,no,no,unknown,14,may,103,6,-1,0,unknown
28,56,self-employed,married,secondary,no,784,no,yes,cellular,30,jul,149,2,-1,0,unknown
2119,31,unemployed,married,tertiary,no,591,no,no,cellular,21,nov,161,2,-1,0,unknown
616,28,management,single,tertiary,no,231,yes,yes,cellular,25,jul,568,2,-1,0,unknown
2114,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown
1759,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1,0,unknown
2984,41,admin.,single,tertiary,no,982,no,no,cellular,23,jul,105,1,-1,0,unknown
4243,34,management,married,tertiary,no,997,yes,yes,cellular,21,nov,81,1,-1,0,unknown
1896,35,management,single,tertiary,no,0,no,no,cellular,29,aug,669,6,-1,0,unknown
1008,36,management,married,tertiary,no,605,yes,no,unknown,26,may,204,1,-1,0,unknown
4212,38,blue-collar,single,tertiary,no,14058,no,no,telephone,17,jul,293,20,-1,0,unknown
3680,43,unemployed,divorced,secondary,no,4094,yes,no,cellular,21,nov,63,1,-1,0,unknown
2816,34,technician,single,tertiary,no,586,yes,no,unknown,16,may,489,2,-1,0,unknown
2401,31,management,married,tertiary,no,1750,yes,no,telephone,14,may,90,3,-1,0,unknown
892,27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure
4492,32,technician,single,secondary,no,309,yes,yes,cellular,16,apr,346,1,234,3,failure
3348,31,blue-collar,single,secondary,no,1882,no,no,cellular,7,may,529,2,-1,0,unknown
1109,59,technician,married,secondary,no,1,no,no,cellular,15,apr,159,2,378,3,failure
3560,31,blue-collar,married,secondary,no,1545,yes,yes,cellular,13,may,207,1,-1,0,unknown
2975,48,technician,single,tertiary,no,-551,yes,no,cellular,11,may,168,2,-1,0,unknown
2187,51,blue-collar,married,primary,no,-11,no,no,telephone,16,jul,126,4,-1,0,unknown
38,33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,1,342,2,failure
3611,28,technician,single,secondary,no,389,yes,no,cellular,11,may,15,7,-1,0,unknown
920,38,technician,single,tertiary,no,221,no,no,cellular,20,aug,79,3,-1,0,unknown
4205,44,services,divorced,secondary,no,0,yes,yes,unknown,13,may,97,1,-1,0,unknown
1999,36,blue-collar,married,secondary,no,-73,yes,yes,cellular,18,may,15,8,-1,0,unknown
277,38,technician,single,tertiary,no,0,no,no,cellular,28,aug,247,2,-1,0,unknown
4321,58,blue-collar,married,secondary,no,-27,no,yes,telephone,31,jul,77,13,-1,0,unknown
1169,37,admin.,married,secondary,no,1193,no,no,cellular,12,may,396,2,-1,0,unknown
3455,33,technician,divorced,secondary,yes,-305,no,yes,unknown,9,may,109,1,-1,0,unknown
3224,55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown
2244,58,housemaid,single,tertiary,no,145,yes,yes,cellular,16,jul,128,2,-1,0,unknown
1523,34,technician,single,secondary,no,2178,yes,no,cellular,26,may,41,1,-1,0,unknown
3740,36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,-1,0,unknown
3570,39,technician,married,tertiary,no,209,no,no,unknown,23,jul,36,2,-1,0,unknown
1432,35,unknown,married,primary,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown
1904,28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other
3369,51,self-employed,divorced,secondary,no,1291,yes,no,unknown,3,jun,51,2,-1,0,unknown
2561,35,admin.,married,secondary,no,0,yes,no,cellular,20,apr,18,5,-1,0,unknown
1247,52,management,married,tertiary,no,-11,yes,no,cellular,11,may,94,4,-1,0,unknown
1817,27,blue-collar,married,secondary,no,2171,yes,no,cellular,16,apr,130,1,323,1,other
3667,30,management,single,tertiary,yes,35,no,no,cellular,30,jul,185,4,-1,0,unknown
1446,32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown
2111,31,management,single,tertiary,no,0,no,no,cellular,28,aug,38,16,-1,0,unknown
3910,49,admin.,married,secondary,no,14440,yes,no,cellular,21,nov,60,1,-1,0,unknown
2998,32,management,single,tertiary,no,2343,no,no,cellular,18,jul,226,1,-1,0,unknown
2688,27,services,married,secondary,no,-1202,yes,no,unknown,4,jun,749,2,-1,0,unknown
1370,53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,unknown
2118,51,blue-collar,married,primary,no,3726,no,yes,cellular,27,aug,119,12,-1,0,unknown
696,41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,265,1,-1,0,unknown
4477,32,management,single,tertiary,no,577,no,no,cellular,7,aug,101,2,-1,0,unknown
1233,37,blue-collar,married,secondary,no,131,yes,no,unknown,9,may,137,2,-1,0,unknown
4126,33,services,single,secondary,no,358,yes,no,cellular,7,may,302,1,356,3,failure
70,37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,2,182,3,success
1841,41,technician,single,secondary,no,1680,yes,no,unknown,2,jun,76,2,-1,0,unknown
2785,41,technician,married,secondary,no,902,no,no,unknown,16,jun,35,6,-1,0,unknown
1257,51,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75,7,-1,0,unknown
4332,27,student,single,secondary,no,8366,no,no,cellular,7,may,458,2,349,1,other
2393,41,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,nov,134,1,-1,0,unknown
2521,46,unemployed,married,secondary,no,3533,yes,no,cellular,12,aug,235,2,-1,0,unknown
3407,40,management,divorced,tertiary,no,502,yes,no,cellular,3,feb,267,4,270,3,other
2380,32,technician,single,secondary,no,6402,yes,no,cellular,6,may,158,1,167,1,success
2776,37,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,failure
135,33,management,single,tertiary,no,0,no,no,cellular,28,aug,236,10,-1,0,unknown
2113,31,admin.,married,secondary,no,2304,yes,no,cellular,20,nov,257,2,-1,0,unknown
3093,53,entrepreneur,married,tertiary,no,71,no,yes,cellular,29,jan,86,1,-1,0,unknown
2883,46,self-employed,married,tertiary,no,1148,no,no,telephone,29,jul,104,2,-1,0,unknown
1694,58,unemployed,married,tertiary,no,1798,yes,no,cellular,5,feb,19,8,-1,0,unknown
677,52,blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,196,2,-1,0,unknown
4285,37,admin.,married,tertiary,no,0,yes,no,cellular,21,jul,115,1,-1,0,unknown
3725,49,unemployed,married,primary,no,-384,yes,no,unknown,27,may,25,1,-1,0,unknown
2991,37,management,divorced,tertiary,no,0,yes,no,cellular,11,may,217,6,-1,0,unknown
2096,58,management,married,tertiary,no,9339,yes,no,telephone,18,nov,52,3,172,3,other
2940,61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,unknown
4382,30,services,divorced,secondary,no,-94,yes,no,cellular,14,jul,41,2,-1,0,unknown
1672,47,services,single,unknown,no,1784,no,no,cellular,19,oct,385,2,-1,0,unknown
371,60,retired,married,primary,no,55,no,no,cellular,4,jun,207,1,-1,0,unknown
743,55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown
2753,34,management,married,tertiary,no,133,yes,no,unknown,8,may,65,1,-1,0,unknown
4466,61,management,married,secondary,no,967,no,no,cellular,20,aug,180,1,-1,0,unknown
2568,61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215,1,-1,0,unknown
3086,32,blue-collar,married,secondary,no,736,yes,no,unknown,23,may,700,3,-1,0,unknown
1626,55,technician,married,secondary,no,0,yes,no,unknown,30,may,119,2,-1,0,unknown
810,46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,jul,404,3,-1,0,unknown
3353,47,management,divorced,tertiary,no,94,yes,no,cellular,31,jul,9,19,-1,0,unknown
3523,31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223,9,other
709,42,housemaid,married,primary,no,14752,no,no,unknown,19,may,107,2,-1,0,unknown
365,23,student,single,secondary,no,780,no,no,cellular,16,sep,267,1,-1,0,unknown
414,53,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223,7,-1,0,unknown
4270,37,management,divorced,tertiary,no,896,no,yes,cellular,14,aug,343,2,-1,0,unknown
2575,45,blue-collar,married,secondary,no,827,yes,no,unknown,15,may,319,5,-1,0,unknown
2002,32,admin.,single,tertiary,no,1583,yes,no,cellular,19,nov,100,1,182,1,failure
4286,39,admin.,married,tertiary,no,722,no,no,telephone,23,apr,141,1,-1,0,unknown
1623,47,blue-collar,married,primary,no,3451,no,yes,cellular,21,nov,125,2,-1,0,unknown
1342,27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success
3459,30,services,single,primary,no,79,yes,no,cellular,15,may,317,1,-1,0,unknown
1722,56,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,unknown
1314,48,services,married,primary,yes,-583,yes,no,unknown,2,jun,25,7,-1,0,unknown
1502,49,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown
1365,34,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,134,4,-1,0,unknown
3573,43,blue-collar,divorced,primary,no,328,no,yes,cellular,8,jul,192,1,-1,0,unknown
1594,60,unemployed,divorced,secondary,no,385,yes,no,cellular,4,feb,80,1,-1,0,unknown
1545,56,admin.,married,secondary,no,0,yes,no,telephone,19,nov,154,2,-1,0,unknown
4366,59,retired,married,secondary,no,0,no,no,unknown,5,jun,812,1,-1,0,unknown
2545,43,management,single,secondary,no,-228,yes,yes,unknown,16,may,122,2,-1,0,unknown
4145,52,blue-collar,married,primary,no,1141,yes,no,cellular,12,may,22,5,-1,0,unknown
1014,36,admin.,married,secondary,no,470,yes,no,cellular,31,jul,101,4,-1,0,unknown
2075,69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112,1,78,1,failure
946,52,management,married,tertiary,no,3163,no,no,cellular,25,aug,56,6,-1,0,unknown
1912,54,blue-collar,married,secondary,no,0,no,no,telephone,16,apr,1366,1,150,1,failure
805,41,technician,married,secondary,no,2125,yes,yes,cellular,21,nov,285,3,116,4,failure
201,48,technician,married,secondary,no,1526,no,no,cellular,6,aug,273,2,-1,0,unknown
4272,50,technician,married,tertiary,no,199,yes,yes,cellular,3,feb,116,2,253,1,failure
664,46,blue-collar,single,secondary,no,324,yes,no,unknown,30,may,293,6,-1,0,unknown
2548,34,blue-collar,married,unknown,no,41,yes,no,cellular,6,may,34,9,-1,0,unknown
2236,32,admin.,divorced,secondary,yes,-18,yes,no,unknown,12,may,155,3,-1,0,unknown
183,40,admin.,divorced,secondary,no,6,no,no,unknown,11,jun,140,1,-1,0,unknown
2190,36,technician,married,tertiary,no,837,no,no,cellular,28,aug,68,6,-1,0,unknown
4229,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success
432,34,technician,single,tertiary,no,228,yes,no,cellular,22,jul,387,4,-1,0,unknown
3377,45,admin.,married,unknown,no,2033,no,no,cellular,30,nov,123,1,186,4,failure
1762,35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,310,2,96,2,other
4498,31,management,married,tertiary,no,1183,yes,no,unknown,27,may,676,6,-1,0,unknown
1245,45,admin.,single,secondary,no,0,yes,no,cellular,8,may,38,1,-1,0,unknown
1648,58,unemployed,married,tertiary,no,744,no,no,telephone,28,jan,38,1,-1,0,unknown
