,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
1889,42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,unknown
1990,31,admin.,single,secondary,no,-449,yes,no,unknown,28,may,81,2,-1,0,unknown
3263,35,management,married,tertiary,no,24,yes,no,cellular,8,apr,169,1,231,2,failure
2500,38,student,single,tertiary,no,807,no,no,cellular,27,feb,74,2,-1,0,unknown
2921,43,management,single,secondary,no,1029,yes,no,unknown,2,jun,145,1,-1,0,unknown
2386,33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58,1,-1,0,unknown
2328,25,blue-collar,single,secondary,no,913,yes,no,cellular,7,jul,113,4,-1,0,unknown
1907,59,management,divorced,tertiary,no,7813,yes,no,cellular,21,nov,75,1,-1,0,unknown
100,36,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,337,1,-1,0,unknown
3450,41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,127,2,-1,0,unknown
1980,56,admin.,married,unknown,no,2038,no,no,cellular,8,feb,405,1,305,1,success
1755,38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown
4299,37,services,married,secondary,no,0,yes,yes,cellular,31,jul,187,2,-1,0,unknown
3948,51,management,single,tertiary,yes,-55,yes,no,cellular,18,aug,119,6,-1,0,unknown
4444,31,technician,single,secondary,no,775,no,no,cellular,2,feb,361,1,-1,0,unknown
1869,44,management,married,tertiary,no,773,no,yes,cellular,9,jul,618,1,-1,0,unknown
1248,33,services,married,secondary,no,90,yes,no,cellular,28,jul,263,2,-1,0,unknown
3658,26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other
306,49,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,772,1,-1,0,unknown
3677,49,entrepreneur,married,secondary,no,167,yes,yes,unknown,6,may,198,3,-1,0,unknown
1977,55,management,divorced,tertiary,no,-612,no,no,cellular,26,aug,131,2,-1,0,unknown
3169,38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown
868,35,technician,married,secondary,no,141,yes,no,cellular,19,aug,299,2,-1,0,unknown
3631,55,retired,married,secondary,no,4194,no,yes,telephone,30,jul,208,3,-1,0,unknown
1480,35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown
627,57,retired,married,secondary,no,374,yes,yes,cellular,16,jul,236,1,-1,0,unknown
871,31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,unknown
1959,44,blue-collar,married,secondary,no,2523,yes,no,unknown,29,may,1236,2,-1,0,unknown
694,49,management,married,tertiary,no,1430,no,no,cellular,18,nov,231,2,-1,0,unknown
566,26,self-employed,single,tertiary,no,211,no,no,cellular,29,jan,168,3,-1,0,unknown
1510,45,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483,1,116,1,failure
2937,56,services,married,secondary,no,705,yes,no,unknown,29,may,151,2,-1,0,unknown
178,37,unknown,married,unknown,no,1699,no,no,unknown,9,jun,63,1,-1,0,unknown
3452,31,admin.,married,secondary,no,0,yes,no,cellular,29,jul,82,5,-1,0,unknown
1805,70,retired,married,tertiary,no,15834,no,no,cellular,5,apr,172,3,186,1,failure
2207,29,admin.,single,secondary,no,1117,yes,no,unknown,8,may,77,2,-1,0,unknown
433,43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156,1,337,3,failure
1787,39,management,married,tertiary,no,0,yes,no,unknown,2,jun,46,2,-1,0,unknown
359,26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,unknown
4038,71,unknown,married,tertiary,no,353,no,no,cellular,27,jan,208,1,93,2,failure
3287,30,admin.,single,secondary,no,127,yes,no,cellular,18,may,16,6,368,1,other
3292,28,technician,single,tertiary,no,356,no,no,cellular,2,mar,76,2,-1,0,unknown
223,41,self-employed,married,primary,no,204,no,no,cellular,13,aug,111,7,-1,0,unknown
3502,32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other
2726,31,management,married,secondary,no,1368,yes,no,cellular,12,aug,129,4,-1,0,unknown
3358,35,management,married,tertiary,no,365,no,no,cellular,21,nov,168,2,-1,0,unknown
142,56,services,divorced,unknown,no,1877,yes,no,unknown,30,may,86,1,-1,0,unknown
293,53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,135,5,-1,0,unknown
4306,51,technician,married,secondary,no,143,yes,no,unknown,16,may,627,1,-1,0,unknown
3048,35,services,single,secondary,no,414,yes,no,cellular,20,apr,11,5,319,2,other
4193,48,services,divorced,secondary,no,3186,no,yes,cellular,9,apr,104,1,-1,0,unknown
2257,55,blue-collar,married,secondary,no,383,no,no,unknown,5,may,287,1,-1,0,unknown
2444,35,management,married,secondary,no,724,yes,no,cellular,14,jul,287,2,415,1,failure
1720,30,blue-collar,single,secondary,yes,4,yes,no,unknown,23,may,84,3,-1,0,unknown
2591,34,management,married,tertiary,no,2892,yes,yes,cellular,30,jul,1165,7,-1,0,unknown
833,38,admin.,married,secondary,no,3190,yes,no,unknown,20,jun,20,2,-1,0,unknown
4152,21,student,single,secondary,no,6844,no,no,cellular,14,aug,126,3,127,7,other
2186,39,blue-collar,married,secondary,no,1367,no,no,unknown,12,jun,43,1,-1,0,unknown
3070,39,technician,single,unknown,no,75,no,no,unknown,6,jun,26,1,-1,0,unknown
2457,50,unemployed,divorced,secondary,no,32,no,no,cellular,4,aug,282,2,-1,0,unknown
3365,34,entrepreneur,married,secondary,no,1847,yes,no,cellular,9,apr,543,3,321,6,failure
1573,50,blue-collar,married,secondary,no,372,yes,no,telephone,11,may,21,1,-1,0,unknown
681,31,technician,married,secondary,no,251,no,yes,cellular,29,aug,156,2,-1,0,unknown
4220,33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,may,767,2,-1,0,unknown
2477,53,unknown,married,primary,no,732,no,no,cellular,27,oct,759,2,-1,0,unknown
2139,42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,jul,236,1,-1,0,unknown
1218,54,unknown,married,unknown,no,2508,no,no,unknown,20,jun,34,8,-1,0,unknown
1460,36,technician,married,unknown,no,756,no,no,cellular,11,jul,396,3,-1,0,unknown
1537,43,management,married,tertiary,no,690,yes,no,cellular,6,aug,171,3,-1,0,unknown
1862,47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,success
4395,49,blue-collar,married,secondary,no,1568,no,no,unknown,21,may,206,6,-1,0,unknown
2613,36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure
1825,60,entrepreneur,married,primary,no,0,no,no,telephone,23,jul,40,1,-1,0,unknown
4265,30,blue-collar,single,secondary,no,1073,yes,no,cellular,5,may,1130,4,-1,0,unknown
11,43,admin.,married,secondary,no,264,yes,no,cellular,17,apr,113,2,-1,0,unknown
3132,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure
3765,55,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure
2389,53,technician,married,tertiary,no,6072,no,yes,unknown,16,jun,226,4,-1,0,unknown
2276,42,blue-collar,married,primary,no,704,yes,yes,telephone,31,jul,88,10,-1,0,unknown
4449,31,self-employed,single,secondary,no,360,yes,no,unknown,26,may,592,4,-1,0,unknown
4499,45,blue-collar,divorced,primary,no,942,no,no,cellular,21,nov,362,1,-1,0,unknown
4344,42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52,1,-1,0,unknown
3345,31,technician,divorced,secondary,no,10787,yes,no,unknown,4,jun,135,2,-1,0,unknown
132,43,blue-collar,married,unknown,yes,-715,yes,no,unknown,30,may,67,3,-1,0,unknown
3790,42,blue-collar,single,primary,no,92,no,no,cellular,30,jul,86,2,-1,0,unknown
2875,29,technician,single,secondary,no,778,yes,no,unknown,6,jun,1994,2,-1,0,unknown
1206,61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown
1406,44,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82,1,-1,0,unknown
2590,59,services,married,secondary,no,0,yes,no,cellular,12,may,214,3,-1,0,unknown
852,36,management,married,secondary,no,-148,no,no,cellular,18,nov,144,2,-1,0,unknown
2115,42,housemaid,married,primary,no,145,no,no,cellular,20,aug,252,2,-1,0,unknown
149,37,technician,single,unknown,no,391,yes,no,unknown,8,may,103,3,-1,0,unknown
3121,53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown
1031,49,retired,single,primary,no,25824,no,no,unknown,17,jun,94,1,-1,0,unknown
715,30,admin.,single,secondary,no,-635,no,no,cellular,25,jul,250,1,-1,0,unknown
107,33,self-employed,married,tertiary,no,483,yes,no,cellular,3,feb,280,2,-1,0,unknown
190,49,blue-collar,married,primary,no,0,yes,yes,telephone,23,jul,97,6,-1,0,unknown
703,48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,108,2,-1,0,unknown
1730,51,management,married,tertiary,no,630,yes,no,cellular,5,may,138,1,-1,0,unknown
1918,43,blue-collar,married,secondary,no,-179,yes,no,cellular,30,jul,335,6,-1,0,unknown
2620,28,technician,single,secondary,no,1453,yes,no,cellular,12,may,246,1,343,1,other
3442,48,unemployed,married,primary,no,5462,no,no,unknown,6,jun,29,4,-1,0,unknown
1088,39,management,single,tertiary,no,416,no,no,cellular,23,oct,56,4,-1,0,unknown
3589,38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success
903,34,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76,1,69,2,failure
1195,59,self-employed,married,tertiary,no,185,no,no,cellular,22,jun,177,5,138,1,failure
2580,36,services,married,secondary,no,42,yes,no,unknown,8,may,102,4,-1,0,unknown
1328,26,management,single,tertiary,no,205,no,no,unknown,26,may,111,1,-1,0,unknown
611,32,blue-collar,married,secondary,no,14,yes,no,unknown,2,jun,171,1,-1,0,unknown
1752,47,services,married,tertiary,no,871,no,no,cellular,22,aug,602,9,-1,0,unknown
2956,35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,314,2,124,1,failure
4353,30,admin.,married,tertiary,no,400,yes,no,cellular,7,may,223,1,-1,0,unknown
1071,38,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,57,5,349,1,other
494,44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown
3091,38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1521,1,-1,0,unknown
1223,49,management,divorced,tertiary,no,2370,yes,yes,unknown,17,nov,56,1,103,2,other
1906,49,blue-collar,divorced,primary,no,15,yes,no,unknown,27,may,550,7,-1,0,unknown
1383,34,management,married,tertiary,no,4170,yes,no,unknown,21,may,935,1,-1,0,unknown
3022,37,blue-collar,married,secondary,no,342,yes,no,cellular,12,may,340,2,175,1,failure
3988,57,admin.,married,secondary,no,-967,yes,no,telephone,15,may,8,7,-1,0,unknown
3538,30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown
1415,75,retired,divorced,primary,no,852,no,no,cellular,15,mar,341,1,-1,0,unknown
2091,54,services,married,secondary,no,-22,no,yes,cellular,9,jul,85,1,-1,0,unknown
2826,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other
2148,62,management,married,tertiary,no,1859,no,no,telephone,6,aug,245,3,-1,0,unknown
653,45,services,married,secondary,no,1343,no,yes,cellular,8,jul,220,1,-1,0,unknown
2763,57,services,married,tertiary,no,10,no,no,telephone,8,jul,320,3,-1,0,unknown
899,51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,may,117,1,-1,0,unknown
3428,29,self-employed,married,tertiary,no,1,no,no,cellular,18,jul,167,3,-1,0,unknown
2384,32,management,married,tertiary,no,62,yes,no,cellular,14,may,166,1,-1,0,unknown
4314,31,technician,single,secondary,no,1626,no,no,cellular,7,may,356,2,286,3,failure
1578,40,management,married,tertiary,no,1041,yes,no,unknown,12,jun,73,1,-1,0,unknown
286,47,admin.,married,secondary,no,1060,yes,no,unknown,6,jun,83,3,-1,0,unknown
3681,30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown
890,40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201,5,-1,0,unknown
2320,29,management,single,tertiary,no,0,no,no,unknown,16,may,16,25,-1,0,unknown
4197,51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,may,57,1,-1,0,unknown
3277,44,management,married,secondary,no,576,yes,no,unknown,8,may,128,3,-1,0,unknown
3626,34,technician,married,secondary,no,114,yes,yes,cellular,4,jun,153,1,309,3,other
2475,59,admin.,divorced,secondary,no,975,yes,no,unknown,15,may,263,4,-1,0,unknown
1332,45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown
2067,41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,other
2989,42,entrepreneur,married,tertiary,no,42045,no,no,cellular,8,aug,205,2,-1,0,unknown
2810,29,technician,single,secondary,no,103,no,no,unknown,19,may,314,1,-1,0,unknown
787,50,blue-collar,married,primary,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown
705,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown
592,41,services,married,secondary,no,108,yes,yes,unknown,13,may,83,7,-1,0,unknown
3758,31,blue-collar,married,secondary,no,472,yes,no,unknown,13,may,907,2,-1,0,unknown
3693,38,self-employed,married,tertiary,no,846,no,no,cellular,2,jun,253,1,-1,0,unknown
346,57,management,married,tertiary,no,1602,no,no,cellular,29,jul,339,3,-1,0,unknown
4230,37,management,married,tertiary,no,4039,no,yes,cellular,25,jul,106,2,-1,0,unknown
3425,26,management,single,tertiary,no,1177,no,no,cellular,19,oct,116,1,-1,0,unknown
1188,38,blue-collar,married,primary,no,2569,no,no,unknown,9,jun,172,1,-1,0,unknown
1617,43,management,married,tertiary,no,1188,no,no,cellular,27,may,140,2,-1,0,unknown
2784,35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other
2839,54,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,115,2,-1,0,unknown
3904,32,admin.,married,secondary,no,76,yes,no,unknown,21,may,189,2,-1,0,unknown
1478,35,technician,single,tertiary,no,7546,yes,no,cellular,28,dec,137,1,122,3,failure
2707,58,management,married,tertiary,no,541,yes,no,cellular,8,may,98,1,-1,0,unknown
2370,37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149,6,-1,0,unknown
2498,34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,may,228,1,-1,0,unknown
3134,47,self-employed,divorced,secondary,no,8515,yes,no,unknown,20,nov,14,7,112,4,other
879,28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown
925,33,blue-collar,married,primary,no,511,yes,no,unknown,21,may,304,2,-1,0,unknown
4472,29,blue-collar,married,primary,no,200,yes,no,unknown,30,may,322,2,-1,0,unknown
2654,36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other
3564,30,technician,single,tertiary,no,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown
3660,32,management,single,secondary,no,249,yes,no,unknown,2,jun,258,1,-1,0,unknown
2208,28,blue-collar,married,secondary,no,1325,yes,no,cellular,15,may,242,1,-1,0,unknown
2150,31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown
2182,43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,3,-1,0,unknown
4019,43,technician,married,secondary,no,0,yes,yes,cellular,4,feb,539,8,204,5,failure
4307,27,admin.,married,secondary,no,186,yes,no,unknown,27,may,136,2,-1,0,unknown
3952,44,blue-collar,married,primary,no,887,yes,no,cellular,12,may,165,2,363,1,failure
1830,36,services,single,secondary,no,774,yes,no,cellular,3,feb,231,2,259,1,failure
4089,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other
4104,40,services,married,secondary,no,1325,no,no,unknown,11,jun,150,2,-1,0,unknown
931,41,admin.,married,secondary,no,2993,yes,no,cellular,22,jul,24,12,-1,0,unknown
802,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure
3718,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown
4128,34,admin.,divorced,secondary,no,1268,yes,no,cellular,15,may,259,3,-1,0,unknown
683,30,technician,single,tertiary,no,985,yes,no,cellular,19,feb,88,2,-1,0,unknown
4409,57,retired,married,secondary,no,107,no,no,cellular,14,jul,85,2,-1,0,unknown
2012,38,management,married,tertiary,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown
143,31,management,single,tertiary,no,874,yes,no,cellular,18,nov,190,2,-1,0,unknown
482,40,technician,married,secondary,no,694,yes,no,cellular,4,feb,97,4,196,5,failure
1226,32,admin.,divorced,secondary,yes,5,yes,yes,cellular,18,may,82,3,363,2,other
4442,39,blue-collar,married,primary,no,1506,yes,no,cellular,11,may,299,2,-1,0,unknown
3379,56,admin.,divorced,unknown,no,789,yes,no,cellular,8,may,1022,1,360,2,failure
3047,35,management,single,secondary,no,81,yes,no,cellular,29,jan,79,1,-1,0,unknown
3909,42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,unknown
3837,53,blue-collar,single,unknown,no,0,no,no,unknown,12,may,140,7,-1,0,unknown
2175,56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,3,-1,0,unknown
272,46,management,married,secondary,no,12186,no,no,unknown,20,jun,29,3,-1,0,unknown
2491,58,retired,married,primary,no,4007,no,no,cellular,30,nov,598,4,-1,0,unknown
1123,35,technician,married,tertiary,no,188,no,no,cellular,26,aug,286,2,-1,0,unknown
3934,40,management,married,tertiary,no,8902,yes,no,cellular,14,aug,464,5,-1,0,unknown
3475,32,technician,single,secondary,no,0,no,no,cellular,21,aug,126,2,-1,0,unknown
4360,33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,2,-1,0,unknown
2962,71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,unknown
3125,38,admin.,married,primary,no,0,yes,no,unknown,2,jun,29,32,-1,0,unknown
3515,44,management,single,tertiary,no,1206,no,no,cellular,9,jul,160,2,-1,0,unknown
2121,24,student,single,secondary,no,508,yes,no,telephone,18,may,12,3,374,1,other
4518,57,technician,married,secondary,no,295,no,no,cellular,19,aug,151,11,-1,0,unknown
2124,43,management,married,tertiary,no,291,yes,no,unknown,9,may,150,2,-1,0,unknown
2375,26,unemployed,single,secondary,no,622,no,no,cellular,28,jan,1451,2,-1,0,unknown
2515,31,admin.,married,secondary,no,212,yes,no,cellular,18,jul,191,3,-1,0,unknown
2433,73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure
448,47,admin.,married,secondary,no,2,no,no,cellular,10,jul,89,1,-1,0,unknown
499,42,management,single,tertiary,no,515,yes,no,cellular,19,nov,501,2,-1,0,unknown
690,55,technician,single,secondary,no,3339,yes,no,unknown,2,jun,63,1,-1,0,unknown
3492,37,blue-collar,married,secondary,no,954,yes,no,unknown,2,jun,402,9,-1,0,unknown
50,45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown
3967,48,technician,married,secondary,no,10655,no,no,telephone,31,jul,5,3,-1,0,unknown
809,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown
652,50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67,2,-1,0,unknown
2788,35,services,married,secondary,no,0,no,yes,telephone,9,jul,42,1,-1,0,unknown
3706,31,admin.,married,primary,no,355,yes,yes,unknown,4,jun,61,6,-1,0,unknown
1657,38,admin.,married,tertiary,no,669,yes,yes,cellular,31,jul,129,2,-1,0,unknown
388,32,blue-collar,married,secondary,no,1005,no,no,cellular,12,may,215,1,-1,0,unknown
1042,30,admin.,single,secondary,no,81,yes,no,cellular,6,aug,121,6,112,3,other
326,51,unemployed,married,secondary,no,1760,no,yes,cellular,19,nov,162,1,-1,0,unknown
49,61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,92,1,success
1788,40,services,married,secondary,no,113,yes,no,unknown,4,jun,126,1,-1,0,unknown
550,54,blue-collar,married,primary,no,211,no,no,unknown,19,jun,200,2,-1,0,unknown
2222,34,admin.,married,secondary,no,475,yes,no,unknown,7,may,559,1,-1,0,unknown
2493,31,technician,single,secondary,no,40,no,no,cellular,7,aug,123,2,-1,0,unknown
4354,31,technician,single,tertiary,no,1214,no,no,cellular,3,feb,39,1,-1,0,unknown
221,37,technician,married,secondary,no,4030,yes,no,unknown,26,may,178,5,-1,0,unknown
1172,42,blue-collar,married,secondary,no,230,yes,no,unknown,5,jun,175,7,-1,0,unknown
1917,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown
2593,46,management,single,secondary,no,295,yes,no,unknown,23,may,141,6,-1,0,unknown
544,49,admin.,married,secondary,no,2465,no,no,cellular,20,aug,157,3,-1,0,unknown
1401,44,management,married,unknown,no,415,yes,no,telephone,14,may,7,7,-1,0,unknown
4012,30,admin.,married,tertiary,no,0,yes,no,cellular,24,jul,209,2,-1,0,unknown
2450,42,blue-collar,married,primary,no,2519,yes,no,unknown,15,may,262,4,-1,0,unknown
923,32,blue-collar,married,secondary,no,-63,yes,no,unknown,30,may,198,1,-1,0,unknown
1388,51,services,divorced,secondary,no,518,yes,no,telephone,17,nov,76,1,-1,0,unknown
2857,25,services,single,secondary,no,368,no,no,telephone,25,jul,168,1,-1,0,unknown
2374,32,blue-collar,divorced,secondary,no,739,yes,no,unknown,9,may,171,1,-1,0,unknown
1160,38,blue-collar,divorced,secondary,no,157,no,no,unknown,9,jun,299,5,-1,0,unknown
1384,40,blue-collar,married,primary,no,-335,yes,no,unknown,27,may,260,1,-1,0,unknown
651,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure
4426,41,admin.,married,tertiary,no,1536,no,no,cellular,4,may,54,2,-1,0,unknown
1768,31,technician,single,secondary,no,1094,yes,no,unknown,12,jun,93,8,-1,0,unknown
648,29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown
2338,29,unemployed,married,secondary,no,596,no,no,cellular,30,jan,510,2,-1,0,unknown
604,42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71,1,-1,0,unknown
1268,30,admin.,married,secondary,no,0,no,no,cellular,15,jul,127,5,-1,0,unknown
3483,40,management,married,tertiary,no,7780,no,no,telephone,4,may,364,1,355,1,other
3258,38,services,married,secondary,no,0,yes,no,telephone,28,jul,121,2,-1,0,unknown
850,33,management,married,tertiary,no,148,no,no,unknown,20,may,717,1,-1,0,unknown
4251,33,management,single,tertiary,no,201,yes,no,cellular,19,nov,171,1,183,1,failure
4239,31,technician,single,secondary,no,2305,no,no,cellular,4,aug,139,1,-1,0,unknown
2643,56,retired,divorced,secondary,no,212,no,yes,telephone,17,jul,27,1,-1,0,unknown
1442,73,retired,married,primary,no,1388,no,no,cellular,20,jul,146,3,190,3,success
3303,52,services,divorced,secondary,no,238,yes,no,cellular,6,may,101,1,362,5,other
842,40,services,divorced,secondary,no,1927,yes,no,unknown,15,may,62,1,-1,0,unknown
1204,44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,aug,210,3,-1,0,unknown
4221,47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown
508,41,blue-collar,single,secondary,no,428,yes,no,cellular,12,may,92,1,-1,0,unknown
704,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown
1743,51,self-employed,married,secondary,yes,34,no,yes,cellular,7,jul,200,1,-1,0,unknown
2214,42,technician,divorced,secondary,no,-280,yes,no,unknown,26,may,258,1,-1,0,unknown
3059,56,housemaid,married,primary,no,306,no,yes,cellular,8,jul,212,1,-1,0,unknown
3834,36,self-employed,married,secondary,no,189,yes,no,cellular,19,nov,136,1,120,1,failure
1201,40,technician,married,secondary,no,1270,no,no,cellular,17,apr,342,2,-1,0,unknown
4318,32,blue-collar,married,secondary,no,-32,yes,no,cellular,12,may,145,1,-1,0,unknown
2,35,management,single,tertiary,no,1350,yes,no,cellular,16,apr,185,1,330,1,failure
1451,29,services,married,secondary,no,3748,no,no,cellular,28,may,322,3,-1,0,unknown
699,35,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,74,1,168,4,failure
1390,37,blue-collar,married,unknown,no,603,yes,no,unknown,23,may,773,2,-1,0,unknown
4390,40,blue-collar,married,secondary,no,4795,yes,no,cellular,17,apr,57,1,-1,0,unknown
3482,59,retired,married,secondary,no,5706,yes,no,cellular,25,jul,471,2,-1,0,unknown
130,41,blue-collar,married,primary,no,168,yes,no,cellular,18,nov,187,3,-1,0,unknown
4240,45,admin.,married,secondary,no,-547,yes,no,unknown,3,jun,214,2,-1,0,unknown
1153,41,management,divorced,tertiary,no,369,yes,no,telephone,22,aug,9,3,-1,0,unknown
3399,46,management,married,tertiary,no,1285,yes,no,unknown,27,may,89,1,-1,0,unknown
1114,36,technician,divorced,secondary,no,487,no,yes,cellular,11,aug,268,3,-1,0,unknown
1850,54,management,divorced,tertiary,no,1295,yes,no,cellular,21,jul,179,10,-1,0,unknown
2755,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown
1639,27,entrepreneur,single,secondary,no,376,yes,yes,cellular,5,may,273,1,-1,0,unknown
1473,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown
556,55,blue-collar,married,primary,no,2275,no,no,cellular,25,aug,139,9,-1,0,unknown
826,48,technician,married,secondary,no,454,yes,no,cellular,10,jul,114,1,-1,0,unknown
2990,56,blue-collar,married,primary,no,828,yes,no,cellular,14,may,214,1,349,1,failure
182,34,admin.,single,secondary,no,6979,yes,no,cellular,15,may,14,5,-1,0,unknown
2534,31,housemaid,married,primary,no,25,no,no,cellular,21,aug,169,5,-1,0,unknown
2744,57,unemployed,married,primary,no,0,no,no,unknown,9,jun,540,1,-1,0,unknown
2120,62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,2,-1,0,unknown
2147,31,technician,single,secondary,no,1970,no,no,telephone,17,apr,284,3,-1,0,unknown
1362,47,services,married,secondary,no,2597,yes,no,unknown,16,may,323,1,-1,0,unknown
698,36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,3,-1,0,unknown
725,31,management,married,tertiary,no,1010,yes,no,cellular,15,may,385,3,364,9,other
186,34,admin.,married,tertiary,no,899,yes,no,telephone,19,nov,377,3,7,4,success
1067,44,management,married,secondary,no,8262,yes,no,cellular,23,jul,201,16,-1,0,unknown
1967,32,blue-collar,married,secondary,no,950,yes,yes,cellular,20,apr,219,4,-1,0,unknown
2987,35,services,married,secondary,no,128,yes,no,cellular,12,may,136,1,-1,0,unknown
4206,40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure
1254,32,unemployed,divorced,primary,no,0,no,no,cellular,15,jul,175,4,-1,0,unknown
2751,42,technician,single,secondary,no,0,no,no,cellular,21,aug,656,2,-1,0,unknown
3776,36,blue-collar,divorced,secondary,no,-11,no,no,unknown,5,jun,152,2,-1,0,unknown
1579,37,management,married,tertiary,no,539,no,no,cellular,18,jan,540,2,115,3,failure
2218,58,blue-collar,married,primary,no,0,yes,no,cellular,31,jul,5,25,-1,0,unknown
3889,47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other
2078,31,self-employed,single,secondary,no,1086,no,no,cellular,20,nov,410,1,-1,0,unknown
4002,58,technician,divorced,secondary,no,-123,no,no,cellular,5,aug,131,2,-1,0,unknown
